citing_doi	year	title	venue	authors
10.1101/2022.10.27.514046	2022	A new gene encoding a cytosolic glutamine synthetase in pine is linked to developing tissues	bioRxiv (Cold Spring Harbor Laboratory)	José Miguel Valderrama‐Martín, Francisco Ortigosa, Juan Carlos Aledo, Concepción Ávila, Francisco M. Cánovas, Rafael Antonio Cañas
10.1371/journal.pgen.1010194	2022	A novel membrane complex is required for docking and regulated exocytosis of lysosome-related organelles in Tetrahymena thermophila	PLoS Genetics	Aarthi Kuppannan, Yu‐Yang Jiang, Wolfgang Maier, Chang Liu, Charles F. Lang, Chao-Yin Cheng, Mark C. Field, Minglei Zhao, Martin Zoltner, Aaron P. Turkewitz
10.1371/journal.pgen.1010314	2022	A pals-25 gain-of-function allele triggers systemic resistance against natural pathogens of C. elegans	PLoS Genetics	Spencer S. Gang, Manish Grover, Kirthi C. Reddy, Deevya Raman, Ya‐Ting Chang, Damian C. Ekiert, Michalis Barkoulas, Emily R. Troemel
10.1101/2022.06.28.497889	2022	A pals-25 gain-of-function allele triggers systemic resistance against natural pathogens of C. elegans	bioRxiv (Cold Spring Harbor Laboratory)	Spencer S. Gang, Manish Grover, Kirthi C. Reddy, Deevya Raman, Ya‐Ting Chang, Damian C. Ekiert, Michalis Barkoulas, Emily R. Troemel
10.3389/fpls.2022.1014532	2022	A proteomic analysis shows the stimulation of light reactions and inhibition of the Calvin cycle in the skin chloroplasts of ripe red grape berries	Frontiers in Plant Science	António Teixeira, Henrique dos Reis Noronha, Mónica Sebastiana, Ana Margarida Fortes, Hernâni Gerós
10.3389/fimmu.2022.998967	2022	A rapid turnaround gene panel for severe autoinflammation: Genetic results within 48 hours	Frontiers in Immunology	Dara McCreary, Ebun Omoyinmi, Ying Hong, Barbara Jensen, Alice Burleigh, Fiona Elisabeth Price-Kuehne, Kimberly C Gilmour, Despina Eleftheriou, Paul A. Brogan
10.1111/tpj.15712	2022	A revised view on the evolution of glutamine synthetase isoenzymes in plants	The Plant Journal	José Miguel Valderrama‐Martín, Francisco Ortigosa, Concepción Ávila, Francisco M. Cánovas, Bertrand Hirel, Francisco R. Cantón, Rafael Antonio Cañas
10.1038/s41598-022-23287-6	2022	A short exposure to a semi-natural habitat alleviates the honey bee hive microbial imbalance caused by agricultural stress	Scientific Reports	June Gorrochategui-Ortega, Marta Muñoz‐Colmenero, Marin Kovačić, Janja Filipi, Zlatko Puškadija, Nikola Kezić, Melanie Parejo, Ralph Büchler, Andone Estonba, Iratxe Zarraonaindia
10.1101/2022.10.13.512072	2022	A stem cell zoo uncovers intracellular scaling of developmental tempo across mammals	bioRxiv (Cold Spring Harbor Laboratory)	Jorge Lázaro, Maria Costanzo, Marina Sanaki-Matsumiya, Charles Girardot, Masafumi Hayashi, Katsuhiko Hayashi, Sebastian Diecke, Thomas B. Hildebrandt, Giovanna Lazzari, Jun Wu, Stoyan Petkov, Rüdiger Behr, Vikas Trivedi, Mitsuhiro Matsuda, Miki Ebisuya
10.1101/2022.05.11.491499	2022	APOE Expression and Secretion are Modulated by Mitochondrial Dysfunction	bioRxiv (Cold Spring Harbor Laboratory)	Meghan E. Wynne, Oluwaseun Basit Ogunbona, Alicia R. Lane, Avanti Gokhale, Stephanie A. Zlatic, Chongchong Xu, Zhexing Wen, Duc Minh Duong, Sruti Rayaprolu, Anna Ivanova, Eric A. Ortlund, Eric B. Dammer, Nicholas T. Seyfried, Blaine Russell Roberts, Amanda J. Crocker, Vinit Shanbhag, Michael J. Petr
10.1016/j.eng.2022.10.011	2022	ARGs-OAP v3.0: Antibiotic-Resistance Gene Database Curation and Analysis Pipeline Optimization	Engineering	Xiaole Yin, Xiawan Zheng, Liguan Li, Anni Zhang, Xiaotao Jiang, Tong Zhang
10.1038/s41598-022-12631-5	2022	Absence of increased genomic variants in the cyanobacterium Chroococcidiopsis exposed to Mars-like conditions outside the space station	Scientific Reports	Alessandro Napoli, Diego Micheletti, Massimo Pindo, Simone Larger, Alessandro Cestaro, Jean-Pierre Paul De Vera, Daniela Billi
10.1101/2022.08.11.503660	2022	Accessible, interactive and cloud-enabled genomic workflows integrated with the NCI Genomic Data Commons	bioRxiv (Cold Spring Harbor Laboratory)	Ling‐Hong Hung, Bryce Fukuda, Robert J. Schmitz, Varik Hoang, Wes Lloyd, Ka Yee Yeung
10.1016/j.jhazmat.2022.130208	2022	Active microbial communities during biodegradation of biodegradable plastics by mesophilic and thermophilic anaerobic digestion	Journal of Hazardous Materials	G. Cazaudehore, Florian Monlau, Claire Gassie, Audrey Lallement, R. Guyoneaud
10.1021/acschemneuro.2c00123	2022	Acute behavioral and Neurochemical Effects of Novel N -Benzyl-2-Phenylethylamine Derivatives in Adult Zebrafish	ACS Chemical Neuroscience	Konstantin A. Demin, Olga V. Kupriyanova, Вадим А. Шевырин, Ksenia A. Derzhavina, Nataliya A. Krotova, Nikita P. Ilyin, Tatiana O. Kolesnikova, David S. Galstyan, Yurii M. Kositsyn, Abubakar-Askhab S. Khaybaev, Maria V. Seredinskaya, Yaroslav A. Dubrovskii, Raziya G. Sadykova, Maria O. Nerush, Mikae
10.1371/journal.pone.0278632	2022	Acute postoperative pain and dorsal root ganglia transcriptomic signatures following total knee arthroplasty (TKA) in rats: An experimental study	PLoS ONE	David E. Komatsu, Sardar M.Z. Uddin, Chris Gordon, Martha P. Kanjiya, Diane Bogdan, Justice U. Achonu, Adriana DiBua, Hira Iftikhar, Amanda Ackermann, Rohan J. Shah, Jason Shieh, Agnieszka B. Bialkowska, Martin Kaczocha
10.6084/m9.figshare.21321356	2022	Additional file 2 of Comparison of meiotic transcriptomes of three maize inbreds with different origins reveals differences in cell cycle and recombination	Figshare	Nelson Garcia, Lu Yin, Stefanie Dukowic‐Schulze, Claire Milsted, Penny M. A. Kianian, Shahryar F. Kianian, Wojciech P. Pawlowski, Changbin Chen
10.6084/m9.figshare.20787058	2022	Additional file 2 of Metagenomes of rectal swabs in larger, advanced stage cervical cancers have enhanced mucus degrading functionalities and distinct taxonomic structure	Figshare	Tatiana V. Karpinets, Xiaogang Wu, Travis N. Solley, Molly Blue El Alam, Travis T. Sims, Kyoko Yoshida-Court, Erica J. Lynn, Mustapha Ahmed-Kaddar, Greyson W. G. Biegert, Jingyan Yue, Xingzhi Song, Huandong Sun, Joseph F. Petrosino, Melissa Paola Mezzari, Pablo C. Okhuysen, Patricia J. Eifel, Anuja 
10.1016/j.syapm.2022.126319	2022	Agrobacterium vaccinii sp. nov. isolated from galls on blueberry plants (Vaccinium corymbosum)	Systematic and Applied Microbiology	Joanna Puławska, Nemanja Kuzmanović, Paweł Trzciński
10.1038/s41598-022-12188-3	2022	Alcohol induced increases in sperm Histone H3 lysine 4 trimethylation correlate with increased placental CTCF occupancy and altered developmental programming	Scientific Reports	Yudhishtar S. Bedi, Haiqing Wang, Kara N. Thomas, Alison Basel, Julien Prunier, Claude Robert, Michael C. Golding
10.1186/s12862-022-02094-7	2022	Allopatric divergence of cooperators confers cheating resistance and limits effects of a defector mutation	BMC Ecology and Evolution	Kaitlin A. Schaal, Yuen‐Tsu Nicco Yu, Marie Vasse, Gregory J. Velicer
10.1038/s41598-022-24927-7	2022	Amoxicillin and thiamphenicol treatments may influence the co-selection of resistance genes in the chicken gut microbiota	Scientific Reports	Andrea Laconi, Roberta Tolosi, Lapo Mughini‐Gras, Matteo Cuccato, Francesca Tiziana Cannizzo, Alessandra Piccirillo
10.1021/acschemneuro.2c00452	2022	Amyotrophic Lateral Sclerosis-Associated Persistent Organic Pollutant cis-Chlordane Causes GABAA-Independent Toxicity to Motor Neurons, Providing Evidence toward an Environmental Component of Sporadic Amyotrophic Lateral Sclerosis	ACS Chemical Neuroscience	Daniel Kulick, Emily A. Moon, R. Madison Riffe, Gregory Teicher, Simon Van Deursen, Aaron H. Berson, He Wu, Gloster B. Aaron, Gerald B. Downes, Stephen H. Devoto, Alison O’Neil
10.1600/036364422x16573019348256	2022	An Evolutionary Framework of Acanthaceae Based on Transcriptomes and Genome Skims	Systematic Botany	Joshua D. Arias, Erin A. Tripp, Carrie A. Kiel, Lucinda A. McDade, Amanda E. Fisher
10.3390/cancers14205047	2022	An Expanded Interplay Network between NF-κB p65 (RelA) and E2F1 Transcription Factors: Roles in Physiology and Pathology	Cancers	Spyros Foutadakis, Eugenia Roupakia, Panagiotis Liakopoulos, Petros Kolovos, Evangelos Kolettas
10.1101/2022.07.08.499333	2022	An accessible infrastructure for artificial intelligence using a docker-based Jupyterlab in Galaxy	bioRxiv (Cold Spring Harbor Laboratory)	Anup Kumar, Gianmauro Cuccuru, Björn Andreas Grüning, Rolf Backofen
10.1186/s13059-022-02701-2	2022	An analysis of proteogenomics and how and when transcriptome-informed reduction of protein databases can enhance eukaryotic proteomics	Genome biology	Laura Fancello, Thomas Bürger
10.1101/2022.02.01.478760	2022	An ancient endogenous DNA virus in the human genome	bioRxiv (Cold Spring Harbor Laboratory)	Jose Gabriel Nino Barreat, Aris Katzourakis
10.1016/j.celrep.2022.111506	2022	An anti-inflammatory transcriptional cascade conserved from flies to humans	Cell Reports	Alexia Pavlidaki, Radmila Panic, Sara Monticelli, Céline Riet, Yoshihiro Yuasa, Pierre B. Cattenoz, Brahim Nait‐Oumesmar, Angela Giangrande
10.1371/journal.pone.0260831	2022	An approach to quantitate maternal transcripts localized in sea urchin egg cortex using RT-qPCR with accurate normalization	PLoS ONE	Yulia Olegovna Kipryushina, Mariia A. Maiorova, Konstantin V. Yakovlev
10.1002/edn3.378	2022	An environmental DNA metabarcoding approach versus a visual survey for reefs of Koh Pha‐ngan in Thailand	Environmental DNA	Fabian Gösser, Maximilian Schweinsberg, Pierre Mittelbach, Eike Schoenig, Ralph Tollrian
10.1016/j.virusres.2022.198753	2022	An evolutionary insight into Severe Acute Respiratory Syndrome Coronavirus 2 Omicron variant of concern.	Virus Research	Mercedes Paz, Fabián Aldunate, Rodrigo Arce, Irene Ferreiro, Juan Cristina
10.1101/2022.10.28.22281671	2022	An implementation framework to improve the transparency and reproducibility of computational models of infectious diseases	medRxiv	Darya Y. Pokutnaya, Bruce R. Childers, Alice E. Arcury‐Quandt, Harry Hochheiser, Willem Gijsbert van Panhuis
10.1016/j.xcrm.2022.100525	2022	An omic and multidimensional spatial atlas from serial biopsies of an evolving metastatic breast cancer	Cell Reports Medicine	Brett Johnson, Allison Creason, Jayne M. Stommel, Jamie M. Keck, Swapnil S Parmar, Courtney B. Betts, Aurora Blucher, Christopher T. Boniface, Elmar Bucher, Erik Ames Burlingame, Todd Camp, Koei Chin, Jennifer R. Eng, Joseph Estabrook, Heidi S. Feiler, Michael B. Heskett, Zhi Hu, Annette Kolodzie, B
10.1080/14789450.2022.2070476	2022	An overview of technologies for MS-based proteomics-centric multi-omics	Expert Review of Proteomics	Andrew T. Rajczewski, Pratik Jagtap, Timothy J. Griffin
10.3390/biom12070993	2022	Analysis of Alternative mRNA Splicing in Vemurafenib-Resistant Melanoma Cells	Biomolecules	Honey Bokharaie, Walter Kölch, Aleksandar Krstić
10.1101/2022.12.16.520816	2022	Analysis of Gene Expression Heterogeneity Reveals Therapeutic Targets and Novel Regulators of Metastasis	bioRxiv (Cold Spring Harbor Laboratory)	Dongbo Yang, Christopher Dann, Andrea Valdespino, Lydia Robinson-Mailman, Madeline A. Henn, Mengje Chen, Gábor Balázsi, Marsha Rich Rosner
10.1101/2022.03.16.484656	2022	Analysis of alternative mRNA splicing in vemurafenib-resistant melanoma cells	bioRxiv (Cold Spring Harbor Laboratory)	Honey Bokharaie, Walter Kölch, Aleksandar Krstić
10.1007/978-1-0716-2409-8_9	2022	Analysis of mRNA Dynamics Using RNA Sequencing Data	Methods in molecular biology	Rached Alkallas, Hamed Shateri Najafabadi
10.1101/2022.01.24.477521	2022	Analysis of non-coding RNAs in Methylorubrum extorquens reveals a novel small RNA specific to Methylobacteriaceae	bioRxiv (Cold Spring Harbor Laboratory)	Emilie Boutet, Samia Djerroud, Katia Smail, Marie-Josée Lorain, Meiqun Wu, Martin G. Lamarche, Roqaya Imane, Carlos Míguez, Jonathan Perreault
10.1371/journal.pone.0279548	2022	Ancient multiplicity in cyclic nucleotide-gated (CNG) cation channel repertoire was reduced in the ancestor of Olfactores before re-expansion by whole genome duplications in vertebrates	PLoS ONE	David Lagman, Helen J. Haines, Xesús Manoel Abalo, Dan Larhammar
10.1101/2022.09.16.508201	2022	Ancient multiplicity in cyclic nucleotide-gated (CNG) cation channel repertoire was reduced in the ancestor of Olfactores before re-expansion by whole genome duplications in vertebrates	bioRxiv (Cold Spring Harbor Laboratory)	David Lagman, Helen J. Haines, Xesús Manoel Abalo, Dan Larhammar
10.1093/nar/gkac264	2022	Antisense-mediated repression of SAGA-dependent genes involves the HIR histone chaperone	Nucleic Acids Research	Julien Soudet, Nissrine Beyrouthy, Anna Marta Pastucha, Andrea Maffioletti, Dario Menéndez, Zahra Bakir, Françoise Stutz
10.7554/elife.80169	2022	Artificially stimulating retrotransposon activity increases mortality and accelerates a subset of aging phenotypes in Drosophila	eLife	Joyce Rigal, Ane Martín Anduaga, Elena Bitman, Emma Rivellese, Sebastián Kadener, Michael T. Marr
10.1101/2022.05.23.493120	2022	Artificially stimulating retrotransposon activity increases mortality and accelerates a subset of aging phenotypes in Drosophila	bioRxiv (Cold Spring Harbor Laboratory)	Joyce Rigal, Ane Martín Anduaga, Elena Bitman, Emma Rivellese, Sebastián Kadener, Michael T. Marr
10.1128/mra.00949-21	2022	Assembly and Annotation of Escherichia coli Bacteriophage U115	Microbiology Resource Announcements	William An, Camilla B. Emsbo, Emma Frey, Vicky Hu, Ashley Jones, Nipa Latif, Makayla Perrilli, Krystalia Reillo, Joshua C. Schwarz, Sydney Strasner, Austin Theroux, Luz D. Vargas, Paul E. Turner, Alita R. Burmeister
10.1099/mgen.0.000909	2022	At the threshold of symbiosis: the genome of obligately endosymbiotic ‘Candidatus Nebulobacter yamunensis’ is almost indistinguishable from that of a cultivable strain	Microbial Genomics	Daniele Giannotti, Vittorio Boscaro, Filip Husník, Claudia Vannini, Patrick J. Keeling
10.1186/s12915-022-01396-y	2022	Atheroprone fluid shear stress-regulated ALK1-Endoglin-SMAD signaling originates from early endosomes	BMC Biology	Paul‐Lennard Mendez, Leon Obendorf, Jerome Jatzlau, Wiktor Burdzinski, Maria Reichenbach, Vanasa Nageswaran, Arash Haghikia, Verena Stangl, Christian Hiepen, Petra I. Knaus
10.1371/journal.pone.0266143	2022	Aurintricarboxylic acid is a canonical disruptor of the TAZ-TEAD transcriptional complex	PLoS ONE	Kepeng Che, Ajaybabu V. Pobbati, Caleb Nathaniel Seavey, Yuriy Fedorov, Anton A. Komar, Ashley Burtscher, Shuang Ma, Brian P. Rubin
10.5772/intechopen.102855	2022	Bacterial Pathogens of Wheat: Symptoms, Distribution, Identification, and Taxonomy	IntechOpen eBooks	James Tabi Tambong
10.1007/978-1-0716-2253-7_20	2022	Barley (Hordeum Vulgare) Anther and Meiocyte RNA Sequencing: Mapping Sequencing Reads and Downstream Data Analyses	Methods in molecular biology	Miriam Schreiber, Jamie Orr, Abdellah Barakate, Robbie Waugh
10.1101/2022.01.19.476767	2022	Behavioral and neurochemical effects of novel N-Benzyl-2-phenylethylamine derivatives in adult zebrafish	bioRxiv (Cold Spring Harbor Laboratory)	Konstantin A. Demin, Olga V. Kupriyanova, Вадим А. Шевырин, Ksenia A. Derzhavina, Nataliya A. Krotova, Nikita P. Ilyin, Tatiana O. Kolesnikova, David S. Galstyan, Iurii M. Kositsyn, Abubakar-Askhab S. Khaybaev, Maria V. Seredinskaya, Yaroslav A. Dubrovskii, Raziya G. Sadykova, Maria O. Nerush, Mikae
10.1007/978-1-0716-2659-7_30	2022	Best Practices to Promote Data Utility and Reuse by the Non-Traditional Model Organism Community	Methods in molecular biology	Garrett S. Dunlap, Nicholas D. Leigh
10.1093/gigascience/giac100	2022	Best genome sequencing strategies for annotation of complex immune gene families in wildlife	GigaScience	Emma Peel, Luke W. Silver, Parice A. Brandies, Ying Zhu, Yuanyuan Cheng, Carolyn J. Hogg, Katherine Belov
10.1101/2022.11.15.516658	2022	Bidirectional epigenetic editing reveals hierarchies in gene regulation	bioRxiv (Cold Spring Harbor Laboratory)	Naomi M. Pacalin, Quanming Shi, Kevin R. Parker, Howard Y. Chang
10.1093/nar/gkac286	2022	BioUML—towards a universal research platform	Nucleic Acids Research	Fedor Kolpakov, Ilya R. Akberdin, Ilya N. Kiselev, Semyon K. Kolmykov, Yury V. Kondrakhin, Mikhail A. Kulyashov, Elena O. Kutumova, Sergey S. Pintus, Anna S. Ryabova, Ruslan Sharipov, Ivan Yevshin, Sergey Zhatchenko, Alexander E Kel
10.1016/j.jenvman.2022.116369	2022	Biochemical methane potential and active microbial communities during anaerobic digestion of biodegradable plastics at different inoculum-substrate ratios	Journal of Environmental Management	G. Cazaudehore, R. Guyoneaud, Audrey Lallement, Claire Gassie, Florian Monlau
10.1007/s00018-021-04047-7	2022	Bioengineered models of Parkinson’s disease using patient-derived dopaminergic neurons exhibit distinct biological profiles in a 3D microenvironment	Cellular and Molecular Life Sciences	Nicholas J. Fiore, Yosif M. Ganat, Kapil Devkota, Rebecca Batorsky, Ming Lei, Kyongbum Lee, Lenore Cowen, Gist F. Croft, Scott Noggle, Thomas J.F. Nieland, David Lee Kaplan
10.31428/10317/11449	2022	Bioinformatic study of the soil microbiome under different cropping systems		Jessica Cuartero Moñino
10.1007/978-1-0716-2823-2_16	2022	Bioinformatics Analysis of miRNA Sequencing Data	Methods in molecular biology	Hrishikesh A. Lokhande
10.1007/978-1-0716-2481-4_13	2022	Bioinformatics Methods for ChIP-seq Histone Analysis	Methods in molecular biology	Nicolas Servant
10.3389/fmicb.2022.933388	2022	Biomineralization in Cave Bacteria—Popcorn and Soda Straw Crystal Formations, Morphologies, and Potential Metabolic Pathways	Frontiers in Microbiology	Keegan Koning, Richenda McFarlane, Jessica T. Gosse, Sara Lawrence, Lynnea Carr, Derrick Horne, Nancy A. Van Wagoner, Christopher N. C. Boddy, Naowarat Cheeptham
10.1038/s41586-021-04336-y	2022	Brahma safeguards canalization of cardiac mesoderm differentiation	Nature	Swetansu K. Hota, Kavitha S. Rao, Andrew P. Blair, Ali Khalilimeybodi, Kevin M. Hu, Reuben Thomas, Kevin So, Vasumathi Kameswaran, Jiewei Xu, Benjamin J. Polacco, Ravi V. Desai, Nilanjana Chatterjee, Austin Hsu, Jonathon M. Muncie, Aaron M. Blotnick, Sarah A. B. Winchester, Leor S. Weinberger, Ruth 
10.1016/j.foodres.2022.111069	2022	Brine salt concentration reduction and inoculation with autochthonous consortia: Impact on Protected Designation of Origin Nyons black table olive fermentations	Food Research International	Marine Penland, Audrey Pawtowski, Azzurra Pioli, Marie-Bernadette Maillard, Stella Debaets, Stéphanie‐Marie Deutsch, Hélène Falentin, Jérôme Mounier, Monika Coton
10.1016/j.ijfoodmicro.2022.109680	2022	Broad host range bacteriophage, EscoHU1, infecting Escherichia coli O157:H7 and Salmonella enterica: Characterization, comparative genomics, and applications in food safety	International Journal of Food Microbiology	Shogo Yamaki, Koji Yamazaki, Yuji Kawai
10.1101/2022.07.28.501865	2022	CAN OF SPINACH , a novel long non-coding RNA, affects iron deficiency responses in Arabidopsis thaliana	bioRxiv (Cold Spring Harbor Laboratory)	Ahmet Bakirbas, Elsbeth L. Walker
10.3389/fpls.2022.1005020	2022	CAN OF SPINACH, a novel long non-coding RNA, affects iron deficiency responses in Arabidopsis thaliana	Frontiers in Plant Science	Ahmet Bakirbas, Elsbeth L. Walker
10.3389/fmed.2022.976604	2022	COL17A1 editing via homology-directed repair in junctional epidermolysis bullosa	Frontiers in Medicine	Igor Petković, Johannes Bischof, Thomas Köcher, Oliver Patrick March, Bernadette Liemberger, Stefan Hainzl, Dirk Strunk, Anna Maria Raninger, Heide‐Marie Binder, Julia Reichelt, Christina Guttmann‐Gruber, Verena Wally, Josefina Piñón Hofbauer, Johann Wolfgang Bauer, Ulrich Koller
10.1126/sciadv.abi6110	2022	Cannabidiol inhibits SARS-CoV-2 replication through induction of the host ER stress and innate immune responses	Science Advances	Long C. Nguyen, Dongbo Yang, Vlad I. Nicolaescu, Thomas J. Best, Haley Gula, Divyasha Saxena, Jon D. Gabbard, Shao‐Nong Chen, Takashi Ohtsuki, J. Brent Friesen, Nir Drayman, Adil Mohamed, Christopher Dann, Diane Silva, Lydia Robinson-Mailman, Andrea Valdespino, Letícia Stock, Eva Amanda del Pilar Ga
10.1162/dint_a_00132	2022	Canonical Workflows to Make Data FAIR	Data Intelligence	Peter Wittenburg, Alex Hardisty, Yann Le Franc, Amirpasha Mozaffari, Limor Peer, Nikolay A. Skvortsov, Zhiming Zhao, Alessandro Spinuso
10.3389/fgene.2022.892682	2022	Case Report: Omicron BA.2 Subvariant of SARS-CoV-2 Outcompetes BA.1 in Two Co-infection Cases	Frontiers in Genetics	Marija Gjorgjievska, Sanja Mehandziska, Aleksandra Stajkovska, Slavica Pecioska-Dokuzovska, Anica Dimovska, Idriz Durmish, Sara Ismail, Teodora Pavlovska, Antonija Stojchevska, Haris Amedi, Jasna Andonova, Marija Nikolovska, Sara Velickovikj, Z M Mitrev, Ivan Kungulovski, Goran Kungulovski
10.2139/ssrn.4060365	2022	Cellular Barcoding of Protozoan Pathogens Reveals the Within-Host Population Dynamics of Toxoplasma Gondii Host Colonization	SSRN Electronic Journal	Ceire J. Wincott, Gayathri Sritharan, Henry James Benns, Farzana Begum Liakath, Carla Gilabert-Carbajo, Monique Bunyan, Aisling R. Fairweather, Eduardo Alves, Ivan Andrew, Laurence Bigay Game, Eva‐Maria Frickel, Calvin Tiengwe, Sarah E. Ewald, Matthew Andrew Child
10.1016/j.crmeth.2022.100274	2022	Cellular barcoding of protozoan pathogens reveals the within-host population dynamics of Toxoplasma gondii host colonization	Cell Reports Methods	Ceire J. Wincott, Gayathri Sritharan, Henry James Benns, Dana May, Carla Gilabert-Carbajo, Monique Bunyan, Aisling R. Fairweather, Eduardo Rodrigues Alves, Ivan Andrew, Laurence Bigay Game, Eva‐Maria Frickel, Calvin Tiengwe, Sarah E. Ewald, Matthew Andrew Child
10.1057/s41599-022-01141-4	2022	Challenges in large-scale bioinformatics projects	Humanities and Social Sciences Communications	Sarah Morrison-Smith, Christina A. Boucher, Aleksandra Sarcevic, Noelle Robertson Noyes, Catherine Adell O'Brien, Nazaret Cuadros, Jaime Ruiz
10.3389/fcimb.2022.969832	2022	Changes of gut microbiota structure in rats infected with Toxoplasma gondii	Frontiers in Cellular and Infection Microbiology	Qingbo Lv, He Ma, Jiaqi Wei, Yifeng Qin, Hong‐Yu Qiu, Hong‐Bo Ni, Lihua Yang, Hongwei Cao
10.1139/cjm-2022-0149	2022	Characterization and whole-genome sequencing of an extreme arsenic-tolerant Citrobacter freundii SRS1 strain isolated from Savar area in Bangladesh	Canadian Journal of Microbiology	Mohammed Jafar Uddin, Farhana Haque, Ishrat Jabeen, Sabbir R. Shuvo
10.3389/fmolb.2022.1023381	2022	Characterization of silk genes in Ephestia kuehniella and Galleria mellonella revealed duplication of sericin genes and highly divergent sequences encoding fibroin heavy chains	Frontiers in Molecular Biosciences	Bulah Chia-hsiang Wu, Ivo Šauman, Houda Ouns Maaroufi, Anna Žaloudíková, Martina Žurovcová, Barbara Kłudkiewicz, Miluše Hradilová, Michal Žurovec
10.3389/fmed.2021.714458	2022	Characterization of the Cellular Microenvironment and Novel Specific Biomarkers in Pterygia Using RNA Sequencing	Frontiers in Medicine	Julian Wolf, Rozina Ida Hajdú, Stefaniya Boneva, Anja Schlecht, Thabo Lapp, Katrin Wacker, Hansjürgen T. Agostini, Thomas Reinhard, Claudia Auw-Hädrich, Günther Schlunck, Clemens Lange
10.1016/j.jmb.2022.167752	2022	Characterization of the DNA Binding Domain of StbA, A Key Protein of A New Type of DNA Segregation System	Journal of Molecular Biology	Valentin Quèbre, Irene del Campo, Ana Cuevas, Patricia Siguier, Jérôme Rech, Phan Thai Nguyen Le, Bao Ton‐Hoang, François Cornet, Jean‐Yves Bouet, Gabriel Moncalián, Fernando de la Cruz, Catherine Guynet
10.2139/ssrn.4106199	2022	Characterization of the DNA Binding Domain of Stba, a Key Protein of a New Type of DNA Segregation System	SSRN Electronic Journal	Valentin Quèbre, Irene del Campo, Ana Cuevas, Patricia Siguier, Jérôme Rech, Phan Thai Nguyen Le, Bao Ton‐Hoang, François Cornet, Jean‐Yves Bouet, Gabriel Moncalián, De la Cruz Fernando, Catherine Guynet
10.1101/2022.04.29.490116	2022	Characterization of the DNA binding domain of StbA, a key protein of a new type of DNA segregation system	bioRxiv (Cold Spring Harbor Laboratory)	Valentin Quèbre, Irene del Campo, Ana Cuevas, Patricia Siguier, Jérôme Rech, Phan Thai Nguyen Le, Bao Ton‐Hoang, François Cornet, Jean‐Yves Bouet, Gabriel Moncalián, Fernando de la Cruz, Catherine Guynet
10.1128/mbio.00287-22	2022	Characterization of the First Cultured Representative of “ Candidatus Thermofonsia” Clade 2 within Chloroflexi Reveals Its Phototrophic Lifestyle	mBio	Rikuan Zheng, Ruining Cai, Chong Wang, Rui Liu, Chaomin Sun
10.3390/v14081811	2022	Characterization of the Intestinal Fungal Microbiome in HIV and HCV Mono-Infected or Co-Infected Patients	Viruses	Yue Yin, Tuohutaerbieke Maermaer, Chengjie Feng, Xinjie Li, Yuqi Zhang, Qiang Xu, Jing Tu, Ence Yang, Qinghua Zou, Tao Shen
10.3390/genes13101696	2022	Chasing Consistency: An Update of the TCP Gene Family of Malus × Domestica	Genes	Mattia Tabarelli, Mickaël Malnoy, Katrin Janik
10.1007/978-1-0716-2891-1_17	2022	Chromatin Immunoprecipitation Approach to Determine How PARP1 Domains Affect Binding Pattern to Chromatin	Methods in molecular biology	Guillaume Bordet, Gbolahan Bamgbose, Sayem H. Bhuiyam, Sarah J. Johnson, Alexei V. Tulin
10.1186/s13072-021-00433-4	2022	Chromatin alterations during the epididymal maturation of mouse sperm refine the paternally inherited epigenome	Epigenetics & Chromatin	Yudhishtar S. Bedi, Alexis N. Roach, Kara N. Thomas, Nicole A. Mehta, Michael C. Golding
10.1101/2022.10.07.511346	2022	Circadian modulation by time-restricted feeding restores brain transcription and slows amyloid deposition in a mouse model of Alzheimer’s disease	bioRxiv (Cold Spring Harbor Laboratory)	Daniel S. Whittaker, Laila Akhmetova, Haylie K. Romero, David K. Welsh, Christopher Scott Colwell, Paula Desplats
10.1007/s00262-022-03213-5	2022	Circulating extracellular vesicles carrying Firmicutes reflective of the local immune status may predict clinical response to pembrolizumab in urothelial carcinoma patients	Cancer Immunology Immunotherapy	Kentaro Jingushi, Atsunari Kawashima, Takuro Saito, Takayuki Kanazawa, Daisuke Motooka, Tomonori Kimura, Masashi Mita, Akinaru Yamamoto, Toshihiro Uemura, Gaku Yamamichi, Koichi Okada, Eisuke Tomiyama, Yoko Koh, Makoto Matsushita, Taigo Kato, Koji Hatano, Motohide Uemura, Kazutake Tsujikawa, Hisashi
10.3390/microorganisms10020441	2022	Clinical Metagenomics Is Increasingly Accurate and Affordable to Detect Enteric Bacterial Pathogens in Stool	Microorganisms	Christy-Lynn Peterson, David C. Alexander, Julie Chih-Yu Chen, Heather J. Adam, Matthew G. Walker, Jennifer Ali, Jessica D. Forbes, Eduardo Napoleon Taboada, Dillon Oliver Reese Barker, Morag Graham, Natalie Knox, Aleisha R. Reimer
10.1128/spectrum.02337-21	2022	Clinical and Genomic Investigation of an International Ceftriaxone- and Azithromycin-Resistant Shigella sonnei Cluster among Men Who Have Sex with Men, Montréal, Canada 2017–2019	Microbiology Spectrum	Christiane Gaudreau, Isabelle Bernaquez, Pierre A. Pilon, Alexandre Goyette, Nada Yared, Sadjia Békal
